table,informant,module,variable,layer,status,disorder,label,value_labels,admin_codes,derivative
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001___4,item,,,You said that in the past you had often felt super shy and really uncomfortable in social situations. Mark below all the situations that almost always made you super uncomfortable or nervous [Multi-select]: Giving oral presentations,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001___5,item,,,You said that in the past you had often felt super shy and really uncomfortable in social situations. Mark below all the situations that almost always made you super uncomfortable or nervous [Multi-select]: Eating in front of others,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001___6,item,,,You said that in the past you had often felt super shy and really uncomfortable in social situations. Mark below all the situations that almost always made you super uncomfortable or nervous [Multi-select]: Using public bathrooms,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001___7,item,,,You said that in the past you had often felt super shy and really uncomfortable in social situations. Mark below all the situations that almost always made you super uncomfortable or nervous [Multi-select]: Changing in front of others,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001___8,item,,,You said that in the past you had often felt super shy and really uncomfortable in social situations. Mark below all the situations that almost always made you super uncomfortable or nervous [Multi-select]: Talking in any social situation,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001___9,item,,,You said that in the past you had often felt super shy and really uncomfortable in social situations. Mark below all the situations that almost always made you super uncomfortable or nervous [Multi-select]: Having a conversation with someon,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001___10,item,,,You said that in the past you had often felt super shy and really uncomfortable in social situations. Mark below all the situations that almost always made you super uncomfortable or nervous [Multi-select]: Other,"{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___1,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Talking in class,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___2,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Writing on the chalkboard,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___3,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Going to parties,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___4,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Giving oral presentations,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___5,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Eating in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___6,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Using public bathrooms,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___7,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Changing in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___8,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Talking in any social situation,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___9,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Having a conversation with someone I don't know well,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_001__01___10,item,,,Did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Other,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_002,item,,,"Was there ever a time you avoided or tried to avoid those situations, or endured them with great distress?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_003___1,item,,,What made you anxious in these situations [Multi-select]: I'm afraid people will see I'm anxious,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_003___2,item,,,What made you anxious in these situations [Multi-select]: I'm afraid people with think badly of me,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_003___3,item,,,What made you anxious in these situations [Multi-select]: I'm afraid I'll be humiliated or embarrassed,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_003___4,item,,,What made you anxious in these situations [Multi-select]: I'm afraid I'll be rejected,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_003___5,item,,,What made you anxious in these situations [Multi-select]: I'm afraid I'll offend someone,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_003___6,item,,,What made you anxious in these situations [Multi-select]: Other,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_004,item,,,"Do you think you were more afraid in these situations than you needed to be, or more uncomfortable in social situations than other kids your age?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_005___1,item,,,"Back then, did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: With friends","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_005___2,item,,,"Back then, did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: With your family","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_005___3,item,,,"Back then, did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: At school","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_005___4,item,,,"Back then, did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: At work","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_005___5,item,,,"Back then, did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: In after school activities","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_005___6,item,,,"Back then, did feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: In other places or times","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_006,item,,,How much discomfort or distress did feeling anxious in social situations cause you back then?,{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_007__mo,item,,,How long did your feeling anxious in social situations last - Months,{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_007__wk,item,,,How long did your feeling anxious in social situations last - Weeks,{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_007__yr,item,,,How long did your feeling anxious in social situations last - Years,{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_008__mo,item,,,When was the last time you experienced any of the following symptoms - Month,{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_008__yr,item,,,When was the last time you experienced any of the following symptoms - Year,{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___1,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Talking in class,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___2,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Writing on the chalkboard,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___3,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Going to parties,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___4,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Giving oral presentations,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___5,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Eating in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___6,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Using public bathrooms,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___7,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Changing in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___8,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Talking in any social situation,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___9,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Having a conversation with someone I don't know well,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001___10,item,,,Mark below all the situations that almost always make you super uncomfortable or nervous [Multi-select]: Other,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___1,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Talking in class,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___2,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Writing on the chalkboard,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___3,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Going to parties,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___4,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Giving oral presentations,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___5,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Eating in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___6,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Using public bathrooms,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___7,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Changing in front of others,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___8,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Talking in any social situation,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___9,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Having a conversation with someone I don't know well,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_001__01___10,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: Other,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_002,item,,,"In the past two weeks, how often have you avoided or tried to avoid these situations, or endured it with great distress?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_003___1,item,,,What makes you anxious in these situations [Multi-select]: I'm afraid people will see I'm anxious,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_003___2,item,,,What makes you anxious in these situations [Multi-select]: I'm afraid people will think badly of me,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_003___3,item,,,What makes you anxious in these situations [Multi-select]: I'm afraid I'll be humiliated or embarrassed,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_003___4,item,,,What makes you anxious in these situations [Multi-select]: I'm afraid I'll be rejected,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_003___5,item,,,What makes you anxious in these situations [Multi-select]: I'm afraid I'll offend someone,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_003___6,item,,,What makes you anxious in these situations [Multi-select]: Other,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_004,item,,,"Do you think you are more afraid in these situations than you need to be, or more uncomfortable in social situations than other kids your age?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_005___1,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: With friends,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_005___2,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: With your family,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_005___3,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: At school,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_005___4,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: At work,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_005___5,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: In after school activities,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_005___6,item,,,Does feeling anxious in social situations cause problems for you in any of the following areas [Multi-select]: In other places or times,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_006,item,,,How much discomfort or distress does feeling anxious in social situations cause you?,{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__screen__past_001,item,,,"Was there ever a time, for a month or longer, that you felt super shy and really uncomfortable in different social situations?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__screen__past_001__01__mo,item,,,"When was that? If you felt that way more than once, let me know when it was the worst - Month",{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__screen__past_001__01__yr,item,,,"When was that? If you felt that way more than once, let me know when it was the worst - Year",{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__screen__past_001__02,item,,,"Was there ever another time, for a month or longer, that you felt super shy and really uncomfortable in different social situations?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__screen__pres_001,item,,,"In the past two weeks, how often have you felt super shy and really uncomfortable in different social situations?","{""0"": ""Not at all"", ""1"": ""Rarely"", ""2"": ""Several days"", ""3"": ""More than half the days"", ""4"": ""Nearly every day""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__screen__pres_001__01__mo,item,,,"In the past two weeks, how often have you felt super shy and really uncomfortable in different social situations: When did this begin - Month",{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__screen__pres_001__01__yr,item,,,"In the past two weeks, how often have you felt super shy and really uncomfortable in different social situations: When did this begin - Year",{},,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx_001,other,,,Social anxiety symptoms: Did these symptoms start shortly after a significant life event or stressor?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__anx__past_sx,item,,,Symptom: Social situations invariably provoke anxiety - Past [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__anx__pres_sx,item,,,Symptom: Social situations invariably provoke anxiety - Present [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__avoid__past_sx,item,,,Symptom: Social situations avoided or endured with distress - Past [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__avoid__pres_sx,item,,,Symptom: Social situations avoided or endured with distress - Present [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__clndistrs__past_sx,item,,,Symptom: Clinically significant distress due to social anxiety - Past [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__clndistrs__pres_sx,item,,,Symptom: Clinically significant distress due to social anxiety - Present [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__dur6mo__past_sx,item,,,"Symptom: Social anxiety, duration lasting at least 6 months - Past [Youth]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__dur6mo__pres_sx,item,,,"Symptom: Social anxiety, duration lasting at least 6 months - Present [Youth]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__evntstrsr__pres_sx,item,,,Symptom: Life event or stressor social - Present [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__fear__past_sx,item,,,Symptom: Fear of social situations - Past [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__fear__pres_sx,item,,,Symptom: Fear of social situations - Present [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__fearexcess__past_sx,item,,,Symptom: Social fear is excessive given threat or sociocultural context - Past [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__fearexcess__pres_sx,item,,,Symptom: Social fear is excessive given threat or sociocultural context - Present [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__impfunct__past_sx,item,,,Symptom: Impairment in functioning due to social anxiety - Past [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__impfunct__pres_sx,item,,,Symptom: Impairment in functioning due to social anxiety - Present [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__oth__mindur__past_dx,diagnosis,past,oth__mindur,"Diagnosis: Other specified anxiety disorder, social anxiety disorder (impairment does not meet minimum duration) (F41.8) - Past [Youth]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__oth__mindur__pres_dx,diagnosis,present,oth__mindur,"Diagnosis: Other specified anxiety disorder, social anxiety disorder (impairment does not meet minimum duration) (F41.8) - Present [Youth]","{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past__sx_mean,summary,,,KSADS - Social Anxiety Disorder [Youth] (Symptom - Past): Mean [Validation: No more than 0 missing or declined],{},,True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__past_dx,diagnosis,past,,Diagnosis: Social anxiety disorder (F40.10) - Past [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres__sx_mean,summary,,,KSADS - Social Anxiety Disorder [Youth] (Symptom - Present): Mean [Validation: No more than 0 missing or declined],{},,True
mh_y_ksads__socanx,youth,socanx,mh_y_ksads__socanx__pres_dx,diagnosis,present,,Diagnosis: Social anxiety disorder (F40.10) - Present [Youth],"{""0"": ""Absent"", ""1"": ""Present"", ""555"": ""Not administered"", ""888"": ""Not asked due to branching logic""}","555,888",True
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic_age,meta,,,"KSADS - Suicidality [Youth]: Youth's age at data collection (Note: if table-specific date/time is missing, the age at visit start is used)",{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic_dtt,meta,,,KSADS - Suicidality [Youth]: Date/time of collection start,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_001,item,,,"You mentioned that in the past, you did some things to hurt yourself, like scratching, cutting, or burning yourself. Were you trying to kill yourself when you did these things?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_001__01,item,,,Did you think that you had at least some chance that you would die as a result of what you did?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_002,item,,,Did you think about how you would do it (even if you had no intention of actually doing it)?,"{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_002__01__mo,item,,,You mentioned in the past you thought about actually wanting to kill yourself. When was that?,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_002__01__yr,item,,,You mentioned in the past you thought about actually wanting to kill yourself. When was that?,{},,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_003,item,,,"Back then, at any point did you have some intention on acting on these thoughts, even if you weren't 100% sure you would do it?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_004,item,,,"Did you think through the details of exactly how you would do it, for instance, decide on a specific place or time?","{""0"": ""No"", ""1"": ""Yes""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___0,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: None; did not make any preparations","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___1,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: Bought or stored pills","{""0"": ""None; I have not made any preparations"", ""1"": ""Bought or stored pills"", ""2"": ""Obtained a knife"", ""3"": ""Obtained a gun"", ""4"": ""Obtained a rope"", ""5"": ""Gave away my things"", ""6"": ""Wrote a suicide note"", ""7"": ""Researched methods on internet"", ""8"": ""Other (type in)""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___2,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: Obtained a knife","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___3,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: Obtained a gun","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___4,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: Obtained a rope","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___5,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: Gave away his or her things","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___6,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: Wrote a suicide note","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___7,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: Researched methods on internet","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
mh_y_ksads__suic,youth,suic,mh_y_ksads__suic__past_005___8,item,,,"You mentioned that in the past, you wished you were dead or thought you would be better off dead. Back then, did you make any preparations for killing yourself [Multi-select]: Other","{""0"": ""FALSE"", ""1"": ""TRUE""}",,False
